sentence,labels,ungrammatical,gender
the bankers thought the officer embarrassed herself,0,the bankers thought the officer embarrassed themselves,1
the bankers thought the officer disguised himself,0,the bankers thought the officer disguised themselves,0
the bankers thought the officer disguised herself,0,the bankers thought the officer disguised themselves,1
the bankers thought the officer hated himself,0,the bankers thought the officer hated themselves,0
the bankers thought the officer hated herself,0,the bankers thought the officer hated themselves,1
the bankers thought the officer doubted himself,0,the bankers thought the officer doubted themselves,0
the bankers thought the officer doubted herself,0,the bankers thought the officer doubted themselves,1
the bankers thought the teacher hurt himself,0,the bankers thought the teacher hurt themselves,0
the bankers thought the teacher hurt herself,0,the bankers thought the teacher hurt themselves,1
the bankers thought the teacher injured himself,0,the bankers thought the teacher injured themselves,0
the bankers thought the teacher injured herself,0,the bankers thought the teacher injured themselves,1
the bankers thought the teacher congratulated himself,0,the bankers thought the teacher congratulated themselves,0
the bankers thought the teacher congratulated herself,0,the bankers thought the teacher congratulated themselves,1
the bankers thought the teacher embarrassed himself,0,the bankers thought the teacher embarrassed themselves,0
the bankers thought the teacher embarrassed herself,0,the bankers thought the teacher embarrassed themselves,1
the bankers thought the teacher disguised himself,0,the bankers thought the teacher disguised themselves,0
the bankers thought the teacher disguised herself,0,the bankers thought the teacher disguised themselves,1
the bankers thought the teacher hated himself,0,the bankers thought the teacher hated themselves,0
the bankers thought the teacher hated herself,0,the bankers thought the teacher hated themselves,1
the bankers thought the teacher doubted himself,0,the bankers thought the teacher doubted themselves,0
the bankers thought the teacher doubted herself,0,the bankers thought the teacher doubted themselves,1
the bankers thought the senator hurt himself,0,the bankers thought the senator hurt themselves,0
the bankers thought the senator hurt herself,0,the bankers thought the senator hurt themselves,1
the bankers thought the senator injured himself,0,the bankers thought the senator injured themselves,0
the bankers thought the senator injured herself,0,the bankers thought the senator injured themselves,1
the bankers thought the senator congratulated himself,0,the bankers thought the senator congratulated themselves,0
the bankers thought the senator congratulated herself,0,the bankers thought the senator congratulated themselves,1
the bankers thought the senator embarrassed himself,0,the bankers thought the senator embarrassed themselves,0
the bankers thought the senator embarrassed herself,0,the bankers thought the senator embarrassed themselves,1
the bankers thought the senator disguised himself,0,the bankers thought the senator disguised themselves,0
the bankers thought the senator disguised herself,0,the bankers thought the senator disguised themselves,1
the bankers thought the senator hated himself,0,the bankers thought the senator hated themselves,0
the bankers thought the senator hated herself,0,the bankers thought the senator hated themselves,1
the bankers thought the senator doubted himself,0,the bankers thought the senator doubted themselves,0
the bankers thought the senator doubted herself,0,the bankers thought the senator doubted themselves,1
the bankers thought the consultant hurt himself,0,the bankers thought the consultant hurt themselves,0
the bankers thought the consultant hurt herself,0,the bankers thought the consultant hurt themselves,1
the bankers thought the consultant injured himself,0,the bankers thought the consultant injured themselves,0
the bankers thought the consultant injured herself,0,the bankers thought the consultant injured themselves,1
the bankers thought the consultant congratulated himself,0,the bankers thought the consultant congratulated themselves,0
the bankers thought the consultant congratulated herself,0,the bankers thought the consultant congratulated themselves,1
the bankers thought the consultant embarrassed himself,0,the bankers thought the consultant embarrassed themselves,0
the bankers thought the consultant embarrassed herself,0,the bankers thought the consultant embarrassed themselves,1
the bankers thought the consultant disguised himself,0,the bankers thought the consultant disguised themselves,0
the bankers thought the consultant disguised herself,0,the bankers thought the consultant disguised themselves,1
the bankers thought the consultant hated himself,0,the bankers thought the consultant hated themselves,0
the bankers thought the consultant hated herself,0,the bankers thought the consultant hated themselves,1
the bankers thought the consultant doubted himself,0,the bankers thought the consultant doubted themselves,0
the bankers thought the consultant doubted herself,0,the bankers thought the consultant doubted themselves,1
the bankers knew the author hurt himself,0,the bankers knew the author hurt themselves,0
the bankers knew the author hurt herself,0,the bankers knew the author hurt themselves,1
the bankers knew the author injured himself,0,the bankers knew the author injured themselves,0
the bankers knew the author injured herself,0,the bankers knew the author injured themselves,1
the bankers knew the author congratulated himself,0,the bankers knew the author congratulated themselves,0
the bankers knew the author congratulated herself,0,the bankers knew the author congratulated themselves,1
