,data,labels,counterfactual_data,var_0,counter_var_0,var_1,counter_var_1,aux_0,counter_aux_0,aux_1,counter_aux_1,aux_2,counter_aux_2,aux_3,counter_aux_3,CF_Label_0,CF_FN_0,CF_Label_1,CF_FN_1,CF_Label_2,CF_FN_2,CF_Label_3,CF_FN_3,CF_Label_4,CF_FN_4,CF_Label_5,CF_FN_5
680,71 26 113,71,57 60 113,69,85,2,16,97,4,45,110,97,117,45,-3,85,var_0 counter_var_1 +,87,counter_var_0 var_1 +,48,aux_0 counter_aux_1 *,67,counter_aux_0 aux_1 *,48,aux_2 counter_aux_3 *,67,counter_aux_2 aux_3 *
681,92 19 113,80,53 112 113,102,97,91,112,111,52,73,54,111,165,73,-59,101,var_0 counter_var_1 +,75,counter_var_0 var_1 +,5,aux_0 counter_aux_1 *,67,counter_aux_0 aux_1 *,5,aux_2 counter_aux_3 *,67,counter_aux_2 aux_3 *
682,58 80 113,15,14 14 113,87,83,41,30,25,28,91,0,138,28,-22,0,4,var_0 counter_var_1 +,11,counter_var_0 var_1 +,0,aux_0 counter_aux_1 *,62,counter_aux_0 aux_1 *,0,aux_2 counter_aux_3 *,62,counter_aux_2 aux_3 *
683,18 6 113,62,0 60 113,98,0,77,16,24,60,12,53,24,60,12,-60,1,var_0 counter_var_1 +,77,counter_var_0 var_1 +,29,aux_0 counter_aux_1 *,42,counter_aux_0 aux_1 *,29,aux_2 counter_aux_3 *,42,counter_aux_2 aux_3 *
684,33 29 113,22,102 47 113,72,8,63,51,62,36,4,55,62,149,4,55,10,var_0 counter_var_1 +,71,counter_var_0 var_1 +,20,aux_0 counter_aux_1 *,31,counter_aux_0 aux_1 *,20,aux_2 counter_aux_3 *,31,counter_aux_2 aux_3 *
685,108 6 113,102,102 81 113,25,8,77,106,1,70,102,21,114,183,102,21,18,var_0 counter_var_1 +,85,counter_var_0 var_1 +,21,aux_0 counter_aux_1 *,21,counter_aux_0 aux_1 *,21,aux_2 counter_aux_3 *,21,counter_aux_2 aux_3 *
686,98 54 113,21,66 11 113,112,62,22,105,39,77,44,55,152,77,44,55,104,var_0 counter_var_1 +,84,counter_var_0 var_1 +,111,aux_0 counter_aux_1 *,111,counter_aux_0 aux_1 *,111,aux_2 counter_aux_3 *,111,counter_aux_2 aux_3 *
687,99 93 113,22,102 59 113,83,8,52,22,79,48,6,43,192,161,6,43,105,var_0 counter_var_1 +,60,counter_var_0 var_1 +,7,aux_0 counter_aux_1 *,62,counter_aux_0 aux_1 *,7,aux_2 counter_aux_3 *,62,counter_aux_2 aux_3 *
688,9 97 113,51,75 74 113,81,88,83,61,106,36,25,1,106,149,-88,1,29,var_0 counter_var_1 +,58,counter_var_0 var_1 +,106,aux_0 counter_aux_1 *,109,counter_aux_0 aux_1 *,106,aux_2 counter_aux_3 *,109,counter_aux_2 aux_3 *
689,68 109 113,88,23 107 113,104,77,97,77,64,17,72,29,177,130,-41,-84,68,var_0 counter_var_1 +,61,counter_var_0 var_1 +,48,aux_0 counter_aux_1 *,94,counter_aux_0 aux_1 *,48,aux_2 counter_aux_3 *,94,counter_aux_2 aux_3 *
690,44 55 113,41,56 68 113,15,85,26,9,99,11,102,101,99,124,-11,-12,24,var_0 counter_var_1 +,111,counter_var_0 var_1 +,55,aux_0 counter_aux_1 *,105,counter_aux_0 aux_1 *,55,aux_2 counter_aux_3 *,105,counter_aux_2 aux_3 *
691,4 26 113,18,105 91 113,16,64,2,81,30,83,91,14,30,196,-22,14,97,var_0 counter_var_1 +,66,counter_var_0 var_1 +,81,aux_0 counter_aux_1 *,95,counter_aux_0 aux_1 *,81,aux_2 counter_aux_3 *,95,counter_aux_2 aux_3 *
692,57 39 113,33,38 70 113,85,88,61,72,96,108,18,81,96,108,18,-32,44,var_0 counter_var_1 +,36,counter_var_0 var_1 +,92,aux_0 counter_aux_1 *,23,counter_aux_0 aux_1 *,92,aux_2 counter_aux_3 *,23,counter_aux_2 aux_3 *
693,66 66 113,0,71 24 113,62,69,51,102,19,95,0,47,132,95,0,47,51,var_0 counter_var_1 +,7,counter_var_0 var_1 +,102,aux_0 counter_aux_1 *,0,counter_aux_0 aux_1 *,102,aux_2 counter_aux_3 *,0,counter_aux_2 aux_3 *
694,52 58 113,18,55 9 113,105,87,26,32,110,64,107,46,110,64,-6,46,24,var_0 counter_var_1 +,0,counter_var_0 var_1 +,88,aux_0 counter_aux_1 *,68,counter_aux_0 aux_1 *,88,aux_2 counter_aux_3 *,68,counter_aux_2 aux_3 *
695,81 47 113,58,44 52 113,7,15,51,8,15,96,34,105,128,96,34,-8,15,var_0 counter_var_1 +,66,counter_var_0 var_1 +,106,aux_0 counter_aux_1 *,100,counter_aux_0 aux_1 *,106,aux_2 counter_aux_3 *,100,counter_aux_2 aux_3 *
696,34 47 113,77,2 39 113,26,4,51,61,81,41,100,76,81,41,-13,-37,87,var_0 counter_var_1 +,55,counter_var_0 var_1 +,54,aux_0 counter_aux_1 *,32,counter_aux_0 aux_1 *,54,aux_2 counter_aux_3 *,32,counter_aux_2 aux_3 *
697,106 87 113,51,75 96 113,49,88,2,50,80,58,19,92,193,171,19,-21,99,var_0 counter_var_1 +,90,counter_var_0 var_1 +,15,aux_0 counter_aux_1 *,85,counter_aux_0 aux_1 *,15,aux_2 counter_aux_3 *,85,counter_aux_2 aux_3 *
698,93 61 113,69,57 110 113,61,85,8,104,41,54,32,60,154,167,32,-53,52,var_0 counter_var_1 +,93,counter_var_0 var_1 +,87,aux_0 counter_aux_1 *,33,counter_aux_0 aux_1 *,87,aux_2 counter_aux_3 *,33,counter_aux_2 aux_3 *
699,34 102 113,18,11 25 113,26,8,105,53,23,36,45,99,136,36,-68,-14,79,var_0 counter_var_1 +,0,counter_var_0 var_1 +,17,aux_0 counter_aux_1 *,38,counter_aux_0 aux_1 *,17,aux_2 counter_aux_3 *,38,counter_aux_2 aux_3 *
700,77 66 113,104,110 97 113,53,9,51,83,30,94,11,13,143,207,11,13,23,var_0 counter_var_1 +,60,counter_var_0 var_1 +,51,aux_0 counter_aux_1 *,17,counter_aux_0 aux_1 *,51,aux_2 counter_aux_3 *,17,counter_aux_2 aux_3 *
701,12 66 113,82,5 44 113,31,25,51,98,78,49,59,74,78,49,-54,-39,16,var_0 counter_var_1 +,76,counter_var_0 var_1 +,9,aux_0 counter_aux_1 *,66,counter_aux_0 aux_1 *,9,aux_2 counter_aux_3 *,66,counter_aux_2 aux_3 *
702,52 15 113,106,63 8 113,105,14,1,49,67,71,37,55,67,71,37,55,41,var_0 counter_var_1 +,15,counter_var_0 var_1 +,69,aux_0 counter_aux_1 *,28,counter_aux_0 aux_1 *,69,aux_2 counter_aux_3 *,28,counter_aux_2 aux_3 *
703,47 94 113,40,85 89 113,62,106,91,102,28,61,66,109,141,174,-47,-4,51,var_0 counter_var_1 +,84,counter_var_0 var_1 +,1,aux_0 counter_aux_1 *,71,counter_aux_0 aux_1 *,1,aux_2 counter_aux_3 *,71,counter_aux_2 aux_3 *
704,62 82 113,58,48 42 113,2,44,56,44,31,90,93,6,144,90,-20,6,46,var_0 counter_var_1 +,100,counter_var_0 var_1 +,73,aux_0 counter_aux_1 *,8,counter_aux_0 aux_1 *,73,aux_2 counter_aux_3 *,8,counter_aux_2 aux_3 *
705,59 14 113,8,54 41 113,91,91,30,14,73,95,45,13,73,95,45,13,105,var_0 counter_var_1 +,8,counter_var_0 var_1 +,45,aux_0 counter_aux_1 *,94,counter_aux_0 aux_1 *,45,aux_2 counter_aux_3 *,94,counter_aux_2 aux_3 *
706,70 103 113,54,110 15 113,41,9,13,1,60,12,80,95,173,125,-33,95,42,var_0 counter_var_1 +,22,counter_var_0 var_1 +,50,aux_0 counter_aux_1 *,56,counter_aux_0 aux_1 *,50,aux_2 counter_aux_3 *,56,counter_aux_2 aux_3 *
707,0 45 113,9,45 53 113,0,104,9,16,45,98,68,105,45,98,-45,-8,16,var_0 counter_var_1 +,0,counter_var_0 var_1 +,92,aux_0 counter_aux_1 *,110,counter_aux_0 aux_1 *,92,aux_2 counter_aux_3 *,110,counter_aux_2 aux_3 *
708,54 35 113,109,3 9 113,91,9,18,32,89,12,19,107,89,12,19,-6,10,var_0 counter_var_1 +,27,counter_var_0 var_1 +,31,aux_0 counter_aux_1 *,2,counter_aux_0 aux_1 *,31,aux_2 counter_aux_3 *,2,counter_aux_2 aux_3 *
709,57 55 113,111,12 60 113,85,31,26,16,112,72,2,65,112,72,2,-48,101,var_0 counter_var_1 +,57,counter_var_0 var_1 +,48,aux_0 counter_aux_1 *,31,counter_aux_0 aux_1 *,48,aux_2 counter_aux_3 *,31,counter_aux_2 aux_3 *
710,102 79 113,95,84 33 113,8,50,87,41,68,4,23,51,181,117,23,51,49,var_0 counter_var_1 +,24,counter_var_0 var_1 +,78,aux_0 counter_aux_1 *,92,counter_aux_0 aux_1 *,78,aux_2 counter_aux_3 *,92,counter_aux_2 aux_3 *
711,80 48 113,28,105 70 113,72,64,69,72,15,62,32,35,128,175,32,35,31,var_0 counter_var_1 +,20,counter_var_0 var_1 +,73,aux_0 counter_aux_1 *,63,counter_aux_0 aux_1 *,73,aux_2 counter_aux_3 *,63,counter_aux_2 aux_3 *
712,31 41 113,71,76 13 113,57,13,14,57,72,89,103,63,72,89,-10,63,1,var_0 counter_var_1 +,27,counter_var_0 var_1 +,16,aux_0 counter_aux_1 *,14,counter_aux_0 aux_1 *,16,aux_2 counter_aux_3 *,14,counter_aux_2 aux_3 *
713,92 22 113,70,33 20 113,102,72,81,52,1,53,70,13,114,53,70,13,41,var_0 counter_var_1 +,40,counter_var_0 var_1 +,13,aux_0 counter_aux_1 *,94,counter_aux_0 aux_1 *,13,aux_2 counter_aux_3 *,94,counter_aux_2 aux_3 *
714,101 74 113,92,53 43 113,31,97,61,72,62,96,27,10,175,96,27,10,103,var_0 counter_var_1 +,45,counter_var_0 var_1 +,55,aux_0 counter_aux_1 *,106,counter_aux_0 aux_1 *,55,aux_2 counter_aux_3 *,106,counter_aux_2 aux_3 *
715,94 88 113,75,67 13 113,22,82,53,57,69,80,6,54,182,80,6,54,79,var_0 counter_var_1 +,22,counter_var_0 var_1 +,110,aux_0 counter_aux_1 *,28,counter_aux_0 aux_1 *,110,aux_2 counter_aux_3 *,28,counter_aux_2 aux_3 *
716,36 39 113,1,2 97 113,53,4,61,83,75,99,110,18,75,99,-3,-95,23,var_0 counter_var_1 +,65,counter_var_0 var_1 +,107,aux_0 counter_aux_1 *,42,counter_aux_0 aux_1 *,107,aux_2 counter_aux_3 *,42,counter_aux_2 aux_3 *
717,91 62 113,30,22 1 113,32,32,111,112,40,23,29,21,153,23,29,21,31,var_0 counter_var_1 +,30,counter_var_0 var_1 +,49,aux_0 counter_aux_1 *,102,counter_aux_0 aux_1 *,49,aux_2 counter_aux_3 *,102,counter_aux_2 aux_3 *
718,16 111 113,26,80 88 113,30,72,109,53,14,55,18,105,127,168,-95,-8,83,var_0 counter_var_1 +,68,counter_var_0 var_1 +,1,aux_0 counter_aux_1 *,86,counter_aux_0 aux_1 *,1,aux_2 counter_aux_3 *,86,counter_aux_2 aux_3 *
719,81 95 113,22,84 80 113,7,50,15,41,63,51,99,4,176,164,-14,4,48,var_0 counter_var_1 +,65,counter_var_0 var_1 +,26,aux_0 counter_aux_1 *,77,counter_aux_0 aux_1 *,26,aux_2 counter_aux_3 *,77,counter_aux_2 aux_3 *
720,20 64 113,33,66 101 113,61,62,85,82,84,54,69,78,84,167,-44,-35,30,var_0 counter_var_1 +,34,counter_var_0 var_1 +,111,aux_0 counter_aux_1 *,110,counter_aux_0 aux_1 *,111,aux_2 counter_aux_3 *,110,counter_aux_2 aux_3 *
721,82 92 113,68,85 53 113,57,106,11,16,61,25,103,32,174,138,-10,32,73,var_0 counter_var_1 +,4,counter_var_0 var_1 +,31,aux_0 counter_aux_1 *,89,counter_aux_0 aux_1 *,31,aux_2 counter_aux_3 *,89,counter_aux_2 aux_3 *
722,24 54 113,33,24 80 113,11,11,22,41,78,104,83,57,78,104,-30,-56,52,var_0 counter_var_1 +,33,counter_var_0 var_1 +,39,aux_0 counter_aux_1 *,44,counter_aux_0 aux_1 *,39,aux_2 counter_aux_3 *,44,counter_aux_2 aux_3 *
723,85 21 113,4,11 26 113,106,8,11,2,106,37,64,98,106,37,64,-15,108,var_0 counter_var_1 +,19,counter_var_0 var_1 +,105,aux_0 counter_aux_1 *,108,counter_aux_0 aux_1 *,105,aux_2 counter_aux_3 *,108,counter_aux_2 aux_3 *
724,80 7 113,23,89 53 113,72,11,64,16,87,29,73,36,87,142,73,36,88,var_0 counter_var_1 +,75,counter_var_0 var_1 +,81,aux_0 counter_aux_1 *,83,counter_aux_0 aux_1 *,81,aux_2 counter_aux_3 *,83,counter_aux_2 aux_3 *
725,25 83 113,64,11 8 113,60,8,4,49,108,19,55,3,108,19,-58,3,109,var_0 counter_var_1 +,12,counter_var_0 var_1 +,98,aux_0 counter_aux_1 *,28,counter_aux_0 aux_1 *,98,aux_2 counter_aux_3 *,28,counter_aux_2 aux_3 *
726,103 101 113,69,86 64 113,100,51,82,85,91,37,2,22,204,150,2,22,72,var_0 counter_var_1 +,20,counter_var_0 var_1 +,81,aux_0 counter_aux_1 *,74,counter_aux_0 aux_1 *,81,aux_2 counter_aux_3 *,74,counter_aux_2 aux_3 *
727,51 14 113,32,79 2 113,2,26,30,109,65,81,37,77,65,81,37,77,111,var_0 counter_var_1 +,56,counter_var_0 var_1 +,33,aux_0 counter_aux_1 *,59,counter_aux_0 aux_1 *,33,aux_2 counter_aux_3 *,59,counter_aux_2 aux_3 *
728,92 35 113,7,99 83 113,102,83,18,4,14,69,57,16,127,182,57,16,106,var_0 counter_var_1 +,101,counter_var_0 var_1 +,111,aux_0 counter_aux_1 *,91,counter_aux_0 aux_1 *,111,aux_2 counter_aux_3 *,91,counter_aux_2 aux_3 *
729,35 17 113,32,108 73 113,95,25,50,95,52,68,18,35,52,181,18,35,77,var_0 counter_var_1 +,75,counter_var_0 var_1 +,12,aux_0 counter_aux_1 *,94,counter_aux_0 aux_1 *,12,aux_2 counter_aux_3 *,94,counter_aux_2 aux_3 *
730,96 66 113,1,8 59 113,63,64,51,22,49,67,30,62,162,67,30,-51,85,var_0 counter_var_1 +,2,counter_var_0 var_1 +,100,aux_0 counter_aux_1 *,89,counter_aux_0 aux_1 *,100,aux_2 counter_aux_3 *,89,counter_aux_2 aux_3 *
731,23 100 113,21,44 54 113,77,15,57,22,10,98,36,103,123,98,-77,-10,99,var_0 counter_var_1 +,72,counter_var_0 var_1 +,13,aux_0 counter_aux_1 *,25,counter_aux_0 aux_1 *,13,aux_2 counter_aux_3 *,25,counter_aux_2 aux_3 *
732,84 2 113,46,86 2 113,50,51,109,109,86,88,82,84,86,88,82,84,46,var_0 counter_var_1 +,47,counter_var_0 var_1 +,105,aux_0 counter_aux_1 *,97,counter_aux_0 aux_1 *,105,aux_2 counter_aux_3 *,97,counter_aux_2 aux_3 *
733,106 20 113,101,110 26 113,49,9,52,2,13,23,86,84,126,136,86,84,51,var_0 counter_var_1 +,61,counter_var_0 var_1 +,75,aux_0 counter_aux_1 *,57,counter_aux_0 aux_1 *,75,aux_2 counter_aux_3 *,57,counter_aux_2 aux_3 *
734,84 27 113,112,86 97 113,50,51,62,83,111,70,57,102,111,183,57,-11,20,var_0 counter_var_1 +,0,counter_var_0 var_1 +,22,aux_0 counter_aux_1 *,35,counter_aux_0 aux_1 *,22,aux_2 counter_aux_3 *,35,counter_aux_2 aux_3 *
735,61 70 113,64,83 20 113,105,109,72,52,18,103,104,63,131,103,-9,63,44,var_0 counter_var_1 +,68,counter_var_0 var_1 +,4,aux_0 counter_aux_1 *,90,counter_aux_0 aux_1 *,4,aux_2 counter_aux_3 *,90,counter_aux_2 aux_3 *
736,40 31 113,74,75 8 113,18,88,56,49,71,83,9,67,71,83,9,67,67,var_0 counter_var_1 +,31,counter_var_0 var_1 +,11,aux_0 counter_aux_1 *,69,counter_aux_0 aux_1 *,11,aux_2 counter_aux_3 *,69,counter_aux_2 aux_3 *
737,21 69 113,87,13 3 113,102,56,98,104,90,16,65,10,90,16,-48,10,93,var_0 counter_var_1 +,41,counter_var_0 var_1 +,109,aux_0 counter_aux_1 *,23,counter_aux_0 aux_1 *,109,aux_2 counter_aux_3 *,23,counter_aux_2 aux_3 *
738,66 98 113,63,69 27 113,62,15,1,62,51,96,81,42,164,96,-32,42,11,var_0 counter_var_1 +,16,counter_var_0 var_1 +,108,aux_0 counter_aux_1 *,92,counter_aux_0 aux_1 *,108,aux_2 counter_aux_3 *,92,counter_aux_2 aux_3 *
739,100 80 113,97,93 9 113,56,61,41,32,67,102,20,84,180,102,20,84,88,var_0 counter_var_1 +,102,counter_var_0 var_1 +,91,aux_0 counter_aux_1 *,6,counter_aux_0 aux_1 *,91,aux_2 counter_aux_3 *,6,counter_aux_2 aux_3 *
740,111 90 113,40,27 69 113,4,51,36,98,88,96,21,71,201,96,21,-42,102,var_0 counter_var_1 +,87,counter_var_0 var_1 +,33,aux_0 counter_aux_1 *,95,counter_aux_0 aux_1 *,33,aux_2 counter_aux_3 *,95,counter_aux_2 aux_3 *
741,39 62 113,50,38 13 113,52,88,111,57,101,51,90,25,101,51,-23,25,109,var_0 counter_var_1 +,86,counter_var_0 var_1 +,39,aux_0 counter_aux_1 *,70,counter_aux_0 aux_1 *,39,aux_2 counter_aux_3 *,70,counter_aux_2 aux_3 *
742,90 35 113,95,1 74 113,77,1,18,61,12,75,55,40,125,75,55,-73,25,var_0 counter_var_1 +,19,counter_var_0 var_1 +,28,aux_0 counter_aux_1 *,57,counter_aux_0 aux_1 *,28,aux_2 counter_aux_3 *,57,counter_aux_2 aux_3 *
743,8 89 113,53,92 89 113,64,102,102,102,97,68,32,3,97,181,-81,3,53,var_0 counter_var_1 +,91,counter_var_0 var_1 +,65,aux_0 counter_aux_1 *,29,counter_aux_0 aux_1 *,65,aux_2 counter_aux_3 *,29,counter_aux_2 aux_3 *
744,54 41 113,105,55 27 113,91,87,14,62,95,82,13,28,95,82,13,28,40,var_0 counter_var_1 +,101,counter_var_0 var_1 +,61,aux_0 counter_aux_1 *,49,counter_aux_0 aux_1 *,61,aux_2 counter_aux_3 *,49,counter_aux_2 aux_3 *
745,89 27 113,73,30 47 113,11,109,62,51,3,77,62,96,116,77,62,-17,62,var_0 counter_var_1 +,58,counter_var_0 var_1 +,62,aux_0 counter_aux_1 *,28,counter_aux_0 aux_1 *,62,aux_2 counter_aux_3 *,28,counter_aux_2 aux_3 *
746,64 9 113,60,21 75 113,28,102,32,25,73,96,55,59,73,96,55,-54,53,var_0 counter_var_1 +,21,counter_var_0 var_1 +,13,aux_0 counter_aux_1 *,82,counter_aux_0 aux_1 *,13,aux_2 counter_aux_3 *,82,counter_aux_2 aux_3 *
747,29 6 113,14,58 47 113,50,87,77,51,35,105,23,11,35,105,23,11,101,var_0 counter_var_1 +,51,counter_var_0 var_1 +,46,aux_0 counter_aux_1 *,42,counter_aux_0 aux_1 *,46,aux_2 counter_aux_3 *,42,counter_aux_2 aux_3 *
748,100 81 113,49,68 20 113,56,104,106,52,68,88,19,48,181,88,19,48,108,var_0 counter_var_1 +,97,counter_var_0 var_1 +,100,aux_0 counter_aux_1 *,90,counter_aux_0 aux_1 *,100,aux_2 counter_aux_3 *,90,counter_aux_2 aux_3 *
749,46 78 113,100,91 14 113,82,32,18,30,11,105,81,77,124,105,-32,77,112,var_0 counter_var_1 +,50,counter_var_0 var_1 +,56,aux_0 counter_aux_1 *,30,counter_aux_0 aux_1 *,56,aux_2 counter_aux_3 *,30,counter_aux_2 aux_3 *
750,64 72 113,42,35 33 113,28,95,14,41,23,68,105,2,136,68,-8,2,69,var_0 counter_var_1 +,109,counter_var_0 var_1 +,46,aux_0 counter_aux_1 *,21,counter_aux_0 aux_1 *,46,aux_2 counter_aux_3 *,21,counter_aux_2 aux_3 *
751,71 33 113,110,78 14 113,69,95,41,30,104,92,38,64,104,92,38,64,99,var_0 counter_var_1 +,23,counter_var_0 var_1 +,102,aux_0 counter_aux_1 *,106,counter_aux_0 aux_1 *,102,aux_2 counter_aux_3 *,106,counter_aux_2 aux_3 *
752,71 16 113,39,58 112 113,69,87,83,112,87,57,55,59,87,170,55,-54,68,var_0 counter_var_1 +,57,counter_var_0 var_1 +,48,aux_0 counter_aux_1 *,84,counter_aux_0 aux_1 *,48,aux_2 counter_aux_3 *,84,counter_aux_2 aux_3 *
753,78 110 113,86,42 26 113,95,69,104,2,75,68,81,16,188,68,-32,16,97,var_0 counter_var_1 +,60,counter_var_0 var_1 +,70,aux_0 counter_aux_1 *,84,counter_aux_0 aux_1 *,70,aux_2 counter_aux_3 *,84,counter_aux_2 aux_3 *
754,100 103 113,69,7 99 113,56,49,13,30,90,106,110,21,203,106,-3,-92,86,var_0 counter_var_1 +,62,counter_var_0 var_1 +,82,aux_0 counter_aux_1 *,21,counter_aux_0 aux_1 *,82,aux_2 counter_aux_3 *,21,counter_aux_2 aux_3 *
755,70 79 113,15,51 37 113,41,2,87,100,36,88,104,14,149,88,-9,14,28,var_0 counter_var_1 +,89,counter_var_0 var_1 +,52,aux_0 counter_aux_1 *,112,counter_aux_0 aux_1 *,52,aux_2 counter_aux_3 *,112,counter_aux_2 aux_3 *
756,45 25 113,44,87 23 113,104,111,53,36,70,110,20,64,70,110,20,64,27,var_0 counter_var_1 +,51,counter_var_0 var_1 +,73,aux_0 counter_aux_1 *,53,counter_aux_0 aux_1 *,73,aux_2 counter_aux_3 *,53,counter_aux_2 aux_3 *
757,92 5 113,77,112 103 113,102,1,88,13,97,102,87,9,97,215,87,9,2,var_0 counter_var_1 +,89,counter_var_0 var_1 +,82,aux_0 counter_aux_1 *,60,counter_aux_0 aux_1 *,82,aux_2 counter_aux_3 *,60,counter_aux_2 aux_3 *
758,63 54 113,36,106 110 113,14,49,22,104,4,103,9,109,117,216,9,-4,5,var_0 counter_var_1 +,71,counter_var_0 var_1 +,97,aux_0 counter_aux_1 *,23,counter_aux_0 aux_1 *,97,aux_2 counter_aux_3 *,23,counter_aux_2 aux_3 *
759,61 31 113,48,84 2 113,105,50,56,109,92,86,30,82,92,86,30,82,101,var_0 counter_var_1 +,106,counter_var_0 var_1 +,86,aux_0 counter_aux_1 *,94,counter_aux_0 aux_1 *,86,aux_2 counter_aux_3 *,94,counter_aux_2 aux_3 *
760,59 71 113,22,38 34 113,91,88,44,87,17,72,101,4,130,72,-12,4,65,var_0 counter_var_1 +,19,counter_var_0 var_1 +,68,aux_0 counter_aux_1 *,40,counter_aux_0 aux_1 *,68,aux_2 counter_aux_3 *,40,counter_aux_2 aux_3 *
761,0 43 113,72,84 62 113,0,50,72,111,43,33,70,22,43,146,-43,22,111,var_0 counter_var_1 +,9,counter_var_0 var_1 +,42,aux_0 counter_aux_1 *,50,counter_aux_0 aux_1 *,42,aux_2 counter_aux_3 *,50,counter_aux_2 aux_3 *
762,19 67 113,53,64 52 113,22,28,31,8,86,3,65,12,86,116,-48,12,30,var_0 counter_var_1 +,59,counter_var_0 var_1 +,15,aux_0 counter_aux_1 *,82,counter_aux_0 aux_1 *,15,aux_2 counter_aux_3 *,82,counter_aux_2 aux_3 *
763,17 77 113,10,111 43 113,63,4,60,72,94,41,53,68,94,154,-60,68,22,var_0 counter_var_1 +,64,counter_var_0 var_1 +,64,aux_0 counter_aux_1 *,26,counter_aux_0 aux_1 *,64,aux_2 counter_aux_3 *,26,counter_aux_2 aux_3 *
764,82 81 113,50,55 68 113,57,87,106,9,50,10,1,100,163,123,1,-13,66,var_0 counter_var_1 +,80,counter_var_0 var_1 +,28,aux_0 counter_aux_1 *,10,counter_aux_0 aux_1 *,28,aux_2 counter_aux_3 *,10,counter_aux_2 aux_3 *
765,8 97 113,34,15 76 113,64,112,83,100,105,91,24,52,105,91,-89,-61,51,var_0 counter_var_1 +,82,counter_var_0 var_1 +,36,aux_0 counter_aux_1 *,37,counter_aux_0 aux_1 *,36,aux_2 counter_aux_3 *,37,counter_aux_2 aux_3 *
766,5 39 113,86,7 64 113,25,49,61,85,44,71,79,56,44,71,-34,-57,110,var_0 counter_var_1 +,110,counter_var_0 var_1 +,91,aux_0 counter_aux_1 *,72,counter_aux_0 aux_1 *,91,aux_2 counter_aux_3 *,72,counter_aux_2 aux_3 *
767,14 42 113,14,82 22 113,83,57,44,81,56,104,85,60,56,104,-28,60,51,var_0 counter_var_1 +,101,counter_var_0 var_1 +,83,aux_0 counter_aux_1 *,26,counter_aux_0 aux_1 *,83,aux_2 counter_aux_3 *,26,counter_aux_2 aux_3 *
768,62 30 113,6,16 7 113,2,30,4,64,92,23,32,9,92,23,32,9,66,var_0 counter_var_1 +,34,counter_var_0 var_1 +,37,aux_0 counter_aux_1 *,58,counter_aux_0 aux_1 *,37,aux_2 counter_aux_3 *,58,counter_aux_2 aux_3 *
769,72 87 113,101,30 3 113,99,109,2,104,46,33,98,27,159,33,-15,27,90,var_0 counter_var_1 +,111,counter_var_0 var_1 +,112,aux_0 counter_aux_1 *,70,counter_aux_0 aux_1 *,112,aux_2 counter_aux_3 *,70,counter_aux_2 aux_3 *
770,82 105 113,106,25 88 113,57,60,49,53,74,0,90,50,187,113,-23,-63,110,var_0 counter_var_1 +,109,counter_var_0 var_1 +,84,aux_0 counter_aux_1 *,0,counter_aux_0 aux_1 *,84,aux_2 counter_aux_3 *,0,counter_aux_2 aux_3 *
771,33 34 113,46,11 57 113,72,8,87,28,67,68,112,67,67,68,-1,-46,100,var_0 counter_var_1 +,95,counter_var_0 var_1 +,82,aux_0 counter_aux_1 *,45,counter_aux_0 aux_1 *,82,aux_2 counter_aux_3 *,45,counter_aux_2 aux_3 *
772,58 16 113,57,45 76 113,87,104,83,100,74,8,42,82,74,121,42,-31,74,var_0 counter_var_1 +,74,counter_var_0 var_1 +,79,aux_0 counter_aux_1 *,110,counter_aux_0 aux_1 *,79,aux_2 counter_aux_3 *,110,counter_aux_2 aux_3 *
773,92 102 113,94,60 89 113,102,97,105,102,81,36,103,84,194,149,-10,-29,91,var_0 counter_var_1 +,89,counter_var_0 var_1 +,24,aux_0 counter_aux_1 *,92,counter_aux_0 aux_1 *,24,aux_2 counter_aux_3 *,92,counter_aux_2 aux_3 *
774,107 51 113,34,110 58 113,36,9,111,26,45,55,56,52,158,168,56,52,62,var_0 counter_var_1 +,7,counter_var_0 var_1 +,80,aux_0 counter_aux_1 *,29,counter_aux_0 aux_1 *,80,aux_2 counter_aux_3 *,29,counter_aux_2 aux_3 *
775,48 37 113,31,34 79 113,44,26,100,87,85,0,11,68,85,113,11,-45,18,var_0 counter_var_1 +,13,counter_var_0 var_1 +,17,aux_0 counter_aux_1 *,0,counter_aux_0 aux_1 *,17,aux_2 counter_aux_3 *,0,counter_aux_2 aux_3 *
776,14 44 113,68,57 95 113,83,85,98,15,58,39,83,75,58,152,-30,-38,98,var_0 counter_var_1 +,70,counter_var_0 var_1 +,56,aux_0 counter_aux_1 *,73,counter_aux_0 aux_1 *,56,aux_2 counter_aux_3 *,73,counter_aux_2 aux_3 *
777,54 92 113,102,21 12 113,91,102,11,82,33,33,75,9,146,33,-38,9,60,var_0 counter_var_1 +,0,counter_var_0 var_1 +,71,aux_0 counter_aux_1 *,102,counter_aux_0 aux_1 *,71,aux_2 counter_aux_3 *,102,counter_aux_2 aux_3 *
778,40 70 113,90,70 45 113,18,41,72,9,110,2,83,25,110,115,-30,25,27,var_0 counter_var_1 +,0,counter_var_0 var_1 +,38,aux_0 counter_aux_1 *,53,counter_aux_0 aux_1 *,38,aux_2 counter_aux_3 *,53,counter_aux_2 aux_3 *
