,data,labels,counterfactual_data,var_0,counter_var_0
2130,85 102 113,74,27 42 113,74,69
2131,18 110 113,15,23 112 113,15,22
2132,36 104 113,27,38 90 113,27,15
2133,63 23 113,86,30 79 113,86,109
2134,68 59 113,14,38 103 113,14,28
2135,69 72 113,28,58 32 113,28,90
2136,52 13 113,65,12 26 113,65,38
2137,21 112 113,20,58 17 113,20,75
2138,77 34 113,111,16 74 113,111,90
2139,48 29 113,77,103 47 113,77,37
2140,68 106 113,61,102 80 113,61,69
2141,75 41 113,3,75 103 113,3,65
2142,55 101 113,43,105 71 113,43,63
2143,98 47 113,32,0 78 113,32,78
2144,88 101 113,76,4 40 113,76,44
2145,78 20 113,98,7 27 113,98,34
2146,88 16 113,104,81 65 113,104,33
2147,33 68 113,101,4 82 113,101,86
2148,41 6 113,47,71 108 113,47,66
2149,54 60 113,1,15 82 113,1,97
2150,26 4 113,30,0 62 113,30,62
2151,73 48 113,8,98 14 113,8,112
2152,32 13 113,45,33 26 113,45,59
2153,109 73 113,69,73 100 113,69,60
2154,75 100 113,62,102 24 113,62,13
2155,106 4 113,110,70 27 113,110,97
2156,4 35 113,39,107 34 113,39,28
2157,92 40 113,19,44 45 113,19,89
2158,30 90 113,7,6 22 113,7,28
2159,41 92 113,20,105 93 113,20,85
2160,69 37 113,106,45 18 113,106,63
2161,91 76 113,54,24 24 113,54,48
2162,91 40 113,18,8 14 113,18,22
2163,94 6 113,100,51 8 113,100,59
2164,17 78 113,95,90 60 113,95,37
2165,41 20 113,61,84 105 113,61,76
2166,17 6 113,23,59 50 113,23,109
2167,50 12 113,62,22 61 113,62,83
2168,112 45 113,44,100 10 113,44,110
2169,112 84 113,83,90 66 113,83,43
2170,84 13 113,97,10 85 113,97,95
2171,95 76 113,58,72 90 113,58,49
2172,28 39 113,67,2 98 113,67,100
2173,31 18 113,49,8 53 113,49,61
2174,62 110 113,59,22 97 113,59,6
2175,23 2 113,25,24 89 113,25,0
2176,47 35 113,82,34 73 113,82,107
2177,59 100 113,46,76 43 113,46,6
2178,100 99 113,86,75 102 113,86,64
2179,23 55 113,78,65 17 113,78,82
2180,91 65 113,43,97 21 113,43,5
2181,19 32 113,51,82 99 113,51,68
2182,77 105 113,69,97 95 113,69,79
2183,13 49 113,62,7 17 113,62,24
2184,21 52 113,73,85 76 113,73,48
2185,105 8 113,0,2 64 113,0,66
2186,65 70 113,22,48 87 113,22,22
2187,98 31 113,16,92 87 113,16,66
2188,14 48 113,62,42 23 113,62,65
2189,3 16 113,19,105 90 113,19,82
2190,17 95 113,112,53 19 113,112,72
2191,39 82 113,8,83 8 113,8,91
2192,73 70 113,30,21 41 113,30,62
2193,99 30 113,16,50 106 113,16,43
2194,97 50 113,34,51 31 113,34,82
2195,98 95 113,80,107 76 113,80,70
2196,59 2 113,61,19 57 113,61,76
2197,101 48 113,36,50 21 113,36,71
2198,1 47 113,48,78 59 113,48,24
2199,1 59 113,60,30 63 113,60,93
2200,32 111 113,30,6 29 113,30,35
2201,16 14 113,30,48 75 113,30,10
2202,31 12 113,43,52 31 113,43,83
2203,44 5 113,49,86 103 113,49,76
2204,26 58 113,84,99 67 113,84,53
2205,32 32 113,64,49 105 113,64,41
2206,42 79 113,8,58 3 113,8,61
2207,65 109 113,61,111 39 113,61,37
2208,67 1 113,68,83 15 113,68,98
2209,77 9 113,86,35 18 113,86,53
2210,105 67 113,59,109 107 113,59,103
2211,71 94 113,52,104 110 113,52,101
2212,28 43 113,71,67 96 113,71,50
2213,56 92 113,35,92 112 113,35,91
2214,76 80 113,43,105 52 113,43,44
2215,40 64 113,104,96 69 113,104,52
2216,105 85 113,77,18 69 113,77,87
2217,18 29 113,47,21 55 113,47,76
2218,48 40 113,88,84 112 113,88,83
2219,95 20 113,2,75 88 113,2,50
2220,62 107 113,56,99 68 113,56,54
2221,20 30 113,50,84 30 113,50,1
2222,42 107 113,36,102 0 113,36,102
2223,4 31 113,35,73 107 113,35,67
2224,14 19 113,33,29 5 113,33,34
2225,26 8 113,34,36 77 113,34,0
2226,23 60 113,83,21 30 113,83,51
2227,18 90 113,108,62 19 113,108,81
2228,51 71 113,9,58 31 113,9,89
2229,2 2 113,4,74 23 113,4,97
2230,60 86 113,33,51 57 113,33,108
2231,100 44 113,31,75 22 113,31,97
2232,22 81 113,103,14 11 113,103,25
2233,81 51 113,19,38 67 113,19,105
2234,87 43 113,17,7 106 113,17,0
2235,46 73 113,6,56 19 113,6,75
2236,55 79 113,21,60 62 113,21,9
2237,64 67 113,18,79 70 113,18,36
2238,39 75 113,1,45 47 113,1,92
2239,51 29 113,80,5 43 113,80,48
2240,88 73 113,48,71 83 113,48,41
2241,48 93 113,28,82 33 113,28,2
2242,80 74 113,41,34 108 113,41,29
2243,25 66 113,91,56 95 113,91,38
2244,79 81 113,47,55 89 113,47,31
2245,59 1 113,60,4 75 113,60,79
2246,7 91 113,98,37 45 113,98,82
2247,40 65 113,105,91 77 113,105,55
2248,4 80 113,84,27 31 113,84,58
2249,25 46 113,71,57 5 113,71,62
2250,71 35 113,106,74 85 113,106,46
2251,93 59 113,39,45 82 113,39,14
2252,25 40 113,65,31 29 113,65,60
2253,20 97 113,4,7 37 113,4,44
2254,81 91 113,59,55 94 113,59,36
2255,111 65 113,63,85 100 113,63,72
2256,85 100 113,72,75 78 113,72,40
2257,62 13 113,75,68 17 113,75,85
2258,3 62 113,65,69 83 113,65,39
2259,48 41 113,89,110 60 113,89,57
2260,75 106 113,68,67 32 113,68,99
2261,58 79 113,24,98 8 113,24,106
2262,101 93 113,81,5 33 113,81,38
2263,100 2 113,102,24 8 113,102,32
2264,41 110 113,38,12 33 113,38,45
2265,89 13 113,102,0 50 113,102,50
2266,14 38 113,52,104 81 113,52,72
2267,68 50 113,5,16 5 113,5,21
2268,38 18 113,56,29 112 113,56,28
2269,46 56 113,102,112 97 113,102,96
2270,69 30 113,99,36 21 113,99,57
2271,81 101 113,69,58 14 113,69,72
2272,41 3 113,44,92 3 113,44,95
2273,99 10 113,109,20 80 113,109,100
2274,12 91 113,103,24 100 113,103,11
2275,47 15 113,62,71 110 113,62,68
2276,49 92 113,28,103 11 113,28,1
2277,29 96 113,12,112 77 113,12,76
2278,82 83 113,52,12 44 113,52,56
2279,107 96 113,90,3 101 113,90,104
2280,110 43 113,40,67 7 113,40,74
2281,31 109 113,27,52 44 113,27,96
2282,0 76 113,76,88 17 113,76,105
2283,44 95 113,26,31 20 113,26,51
2284,74 92 113,53,73 64 113,53,24
2285,91 30 113,8,57 1 113,8,58
2286,72 34 113,106,44 104 113,106,35
2287,103 64 113,54,73 88 113,54,48
2288,34 64 113,98,80 109 113,98,76
2289,46 48 113,94,88 20 113,94,108
2290,67 62 113,16,2 50 113,16,52
2291,41 93 113,21,77 44 113,21,8
2292,62 99 113,48,81 52 113,48,20
2293,39 68 113,107,7 102 113,107,109
2294,18 109 113,14,33 98 113,14,18
2295,89 97 113,73,93 70 113,73,50
2296,21 38 113,59,4 110 113,59,1
2297,87 14 113,101,100 17 113,101,4
2298,14 74 113,88,45 112 113,88,44
2299,66 23 113,89,108 94 113,89,89
2300,80 29 113,109,83 32 113,109,2
2301,75 82 113,44,40 39 113,44,79
2302,46 20 113,66,95 19 113,66,1
2303,87 61 113,35,19 55 113,35,74
2304,99 63 113,49,25 9 113,49,34
2305,63 76 113,26,28 66 113,26,94
2306,36 79 113,2,103 39 113,2,29
2307,56 50 113,106,39 93 113,106,19
2308,83 8 113,91,22 77 113,91,99
2309,39 112 113,38,7 56 113,38,63
2310,99 81 113,67,15 21 113,67,36
2311,109 53 113,49,61 107 113,49,55
2312,54 80 113,21,62 42 113,21,104
2313,94 55 113,36,76 18 113,36,94
2314,22 77 113,99,39 42 113,99,81
2315,102 0 113,102,1 108 113,102,109
2316,105 95 113,87,104 66 113,87,57
2317,54 25 113,79,17 42 113,79,59
2318,30 30 113,60,100 81 113,60,68
2319,51 64 113,2,47 37 113,2,84
2320,56 69 113,12,19 2 113,12,21
2321,100 73 113,60,42 68 113,60,110
2322,18 10 113,28,31 50 113,28,81
2323,32 3 113,35,12 86 113,35,98
2324,43 41 113,84,58 42 113,84,100
2325,42 55 113,97,52 70 113,97,9
2326,10 109 113,6,102 11 113,6,0
2327,103 20 113,10,43 3 113,10,46
2328,55 100 113,42,20 102 113,42,9
2329,3 17 113,20,37 80 113,20,4
2330,53 15 113,68,35 111 113,68,33
2331,41 54 113,95,26 31 113,95,57
2332,105 51 113,43,83 78 113,43,48
2333,70 75 113,32,94 112 113,32,93
2334,29 110 113,26,36 49 113,26,85
2335,111 5 113,3,66 0 113,3,66
2336,104 43 113,34,96 14 113,34,110
2337,111 101 113,99,74 28 113,99,102
2338,28 64 113,92,0 52 113,92,52
2339,1 76 113,77,17 106 113,77,10
2340,45 26 113,71,91 37 113,71,15
2341,4 25 113,29,76 40 113,29,3
2342,109 57 113,53,7 112 113,53,6
2343,27 24 113,51,89 35 113,51,11
2344,97 5 113,102,50 63 113,102,0
2345,6 63 113,69,29 111 113,69,27
2346,77 77 113,41,69 48 113,41,4
2347,102 44 113,33,57 30 113,33,87
2348,0 14 113,14,6 39 113,14,45
2349,76 74 113,37,33 43 113,37,76
2350,66 0 113,66,105 84 113,66,76
2351,14 78 113,92,80 35 113,92,2
2352,105 111 113,103,65 10 113,103,75
2353,84 101 113,72,64 95 113,72,46
2354,65 96 113,48,47 100 113,48,34
2355,49 36 113,85,0 83 113,85,83
2356,101 49 113,37,33 13 113,37,46
2357,81 1 113,82,28 12 113,82,40
2358,23 40 113,63,26 93 113,63,6
2359,101 64 113,52,13 18 113,52,31
2360,71 95 113,53,66 98 113,53,51
2361,28 26 113,54,104 102 113,54,93
2362,21 54 113,75,103 86 113,75,76
2363,60 98 113,45,24 82 113,45,106
2364,21 84 113,105,85 90 113,105,62
2365,34 91 113,12,62 1 113,12,63
2366,12 58 113,70,80 43 113,70,10
2367,32 18 113,50,1 37 113,50,38
2368,59 83 113,29,45 46 113,29,91
2369,1 93 113,94,65 33 113,94,98
2370,35 93 113,15,60 20 113,15,80
2371,8 9 113,17,62 105 113,17,54
2372,110 56 113,53,58 44 113,53,102
2373,109 43 113,39,4 99 113,39,103
2374,9 105 113,1,58 109 113,1,54
2375,13 84 113,97,71 16 113,97,87
2376,72 17 113,89,107 1 113,89,108
2377,108 95 113,90,8 13 113,90,21
2378,14 100 113,1,9 17 113,1,26
2379,80 6 113,86,63 98 113,86,48
2380,47 1 113,48,35 1 113,48,36
2381,66 108 113,61,72 73 113,61,32
2382,69 97 113,53,86 100 113,53,73
2383,100 7 113,107,76 70 113,107,33
2384,43 100 113,30,30 49 113,30,79
2385,51 38 113,89,62 52 113,89,1
2386,3 42 113,45,69 76 113,45,32
2387,98 70 113,55,87 54 113,55,28
2388,85 61 113,33,104 75 113,33,66
2389,18 91 113,109,24 88 113,109,112
2390,92 49 113,28,82 34 113,28,3
2391,5 13 113,18,33 4 113,18,37
2392,54 111 113,52,107 32 113,52,26
2393,111 22 113,20,38 86 113,20,11
2394,83 108 113,78,24 111 113,78,22
2395,101 97 113,85,104 12 113,85,3
2396,57 70 113,14,107 83 113,14,77
2397,67 7 113,74,55 45 113,74,100
2398,57 28 113,85,102 91 113,85,80
2399,56 49 113,105,60 26 113,105,86
2400,58 35 113,93,48 44 113,93,92
2401,51 44 113,95,38 56 113,95,94
2402,43 59 113,102,79 91 113,102,57
2403,33 53 113,86,36 13 113,86,49
2404,10 70 113,80,68 47 113,80,2
2405,49 3 113,52,11 88 113,52,99
2406,20 57 113,77,18 60 113,77,78
2407,88 52 113,27,84 69 113,27,40
2408,87 36 113,10,94 67 113,10,48
2409,101 20 113,8,99 38 113,8,24
2410,17 79 113,96,76 109 113,96,72
2411,102 107 113,96,94 19 113,96,0
2412,108 77 113,72,57 0 113,72,57
2413,88 107 113,82,33 47 113,82,80
2414,43 13 113,56,4 9 113,56,13
2415,39 34 113,73,70 107 113,73,64
2416,42 112 113,41,3 70 113,41,73
2417,36 48 113,84,11 68 113,84,79
2418,78 108 113,73,103 14 113,73,4
2419,23 109 113,19,111 70 113,19,68
2420,31 103 113,21,100 101 113,21,88
2421,35 111 113,33,21 10 113,33,31
2422,39 22 113,61,82 51 113,61,20
2423,79 44 113,10,100 22 113,10,9
2424,24 40 113,64,3 2 113,64,5
2425,59 59 113,5,78 27 113,5,105
2426,112 56 113,55,24 23 113,55,47
2427,46 79 113,12,20 69 113,12,89
2428,77 57 113,21,81 44 113,21,12
2429,111 11 113,9,78 52 113,9,17
2430,48 77 113,12,2 53 113,12,55
2431,88 7 113,95,104 98 113,95,89
2432,70 57 113,14,108 45 113,14,40
2433,22 76 113,98,98 23 113,98,8
2434,16 48 113,64,66 112 113,64,65
2435,64 5 113,69,43 98 113,69,28
2436,14 4 113,18,29 35 113,18,64
2437,27 99 113,13,111 27 113,13,25
2438,41 71 113,112,110 30 113,112,27
2439,58 69 113,14,40 91 113,14,18
2440,1 69 113,70,48 52 113,70,100
2441,21 55 113,76,27 94 113,76,8
2442,79 83 113,49,22 14 113,49,36
2443,9 57 113,66,75 17 113,66,92
2444,69 98 113,54,56 86 113,54,29
2445,94 28 113,9,2 12 113,9,14
2446,7 108 113,2,38 74 113,2,112
2447,44 49 113,93,57 83 113,93,27
2448,24 31 113,55,32 83 113,55,2
2449,80 28 113,108,81 41 113,108,9
2450,14 81 113,95,72 69 113,95,28
2451,53 90 113,30,23 67 113,30,90
2452,99 34 113,20,89 98 113,20,74
2453,35 90 113,12,60 40 113,12,100
2454,1 49 113,50,67 61 113,50,15
2455,98 42 113,27,1 101 113,27,102
2456,90 19 113,109,47 7 113,109,54
2457,77 78 113,42,88 100 113,42,75
2458,102 41 113,30,65 48 113,30,0
2459,6 109 113,2,49 98 113,2,34
2460,49 47 113,96,26 28 113,96,54
2461,76 11 113,87,26 108 113,87,21
2462,103 61 113,51,42 84 113,51,13
2463,51 35 113,86,12 84 113,86,96
2464,77 87 113,51,98 84 113,51,69
2465,90 3 113,93,29 109 113,93,25
2466,72 77 113,36,83 101 113,36,71
2467,4 94 113,98,50 36 113,98,86
2468,106 106 113,99,30 97 113,99,14
2469,69 45 113,1,4 108 113,1,112
2470,43 37 113,80,1 83 113,80,84
2471,111 35 113,33,55 35 113,33,90
2472,3 22 113,25,69 95 113,25,51
2473,57 33 113,90,58 90 113,90,35
2474,108 29 113,24,89 77 113,24,53
2475,67 99 113,53,31 74 113,53,105
2476,72 7 113,79,36 82 113,79,5
2477,56 77 113,20,46 100 113,20,33
2478,54 39 113,93,69 74 113,93,30
2479,110 83 113,80,30 66 113,80,96
2480,84 48 113,19,34 27 113,19,61
2481,73 26 113,99,71 95 113,99,53
2482,111 45 113,43,35 102 113,43,24
2483,15 72 113,87,18 25 113,87,43
2484,101 28 113,16,13 81 113,16,94
2485,47 108 113,42,84 56 113,42,27
2486,72 20 113,92,73 22 113,92,95
2487,76 100 113,63,112 32 113,63,31
2488,57 106 113,50,108 97 113,50,92
2489,47 73 113,7,108 78 113,7,73
2490,57 96 113,40,91 27 113,40,5
2491,110 68 113,65,11 0 113,65,11
2492,2 69 113,71,77 84 113,71,48
2493,41 53 113,94,7 28 113,94,35
2494,51 100 113,38,66 67 113,38,20
2495,102 94 113,83,10 7 113,83,17
2496,71 9 113,80,102 15 113,80,4
2497,44 27 113,71,17 5 113,71,22
2498,68 98 113,53,51 80 113,53,18
2499,44 7 113,51,103 4 113,51,107
2500,76 36 113,112,44 76 113,112,7
2501,8 86 113,94,64 12 113,94,76
2502,4 58 113,62,29 69 113,62,98
2503,39 44 113,83,74 36 113,83,110
2504,11 25 113,36,72 11 113,36,83
2505,84 68 113,39,70 1 113,39,71
2506,70 25 113,95,82 48 113,95,17
2507,111 33 113,31,70 5 113,31,75
2508,71 97 113,55,85 3 113,55,88
2509,19 58 113,77,66 97 113,77,50
2510,68 49 113,4,58 91 113,4,36
2511,93 107 113,87,16 1 113,87,17
2512,66 90 113,43,83 66 113,43,36
2513,47 28 113,75,3 95 113,75,98
2514,58 55 113,0,56 62 113,0,5
2515,17 58 113,75,20 79 113,75,99
2516,91 50 113,28,72 51 113,28,10
2517,25 12 113,37,64 50 113,37,1
2518,83 83 113,53,60 72 113,53,19
2519,69 13 113,82,12 107 113,82,6
2520,83 17 113,100,78 109 113,100,74
2521,88 13 113,101,46 98 113,101,31
2522,61 24 113,85,106 68 113,85,61
2523,106 65 113,58,7 7 113,58,14
2524,109 55 113,51,72 8 113,51,80
2525,43 10 113,53,35 67 113,53,102
2526,40 71 113,111,111 69 113,111,67
2527,80 94 113,61,44 46 113,61,90
2528,0 85 113,85,70 10 113,85,80
2529,32 36 113,68,24 60 113,68,84
2530,4 82 113,86,13 112 113,86,12
2531,0 22 113,22,64 46 113,22,110
2532,80 39 113,6,27 93 113,6,7
2533,3 98 113,101,5 61 113,101,66
2534,112 69 113,68,37 22 113,68,59
2535,19 26 113,45,73 108 113,45,68
2536,78 61 113,26,14 82 113,26,96
2537,26 80 113,106,83 47 113,106,17
2538,9 4 113,13,102 61 113,13,50
2539,59 110 113,56,98 105 113,56,90
2540,16 84 113,100,91 60 113,100,38
2541,99 47 113,33,18 21 113,33,39
2542,73 13 113,86,70 101 113,86,58
2543,69 107 113,63,103 93 113,63,83
2544,0 6 113,6,55 12 113,6,67
2545,35 88 113,10,105 29 113,10,21
2546,6 75 113,81,112 14 113,81,13
2547,40 73 113,0,91 21 113,0,112
2548,18 89 113,107,43 79 113,107,9
2549,12 59 113,71,108 48 113,71,43
2550,82 74 113,43,18 38 113,43,56
2551,1 41 113,42,83 59 113,42,29
2552,106 32 113,25,102 56 113,25,45
2553,65 86 113,38,73 55 113,38,15
2554,94 38 113,19,10 94 113,19,104
2555,49 54 113,103,2 81 113,103,83
2556,55 19 113,74,62 72 113,74,21
2557,6 55 113,61,49 91 113,61,27
2558,37 46 113,83,80 51 113,83,18
2559,74 41 113,2,108 9 113,2,4
2560,16 7 113,23,5 99 113,23,104
2561,91 73 113,51,25 25 113,51,50
2562,62 105 113,54,5 88 113,54,93
2563,99 38 113,24,62 4 113,24,66
2564,17 33 113,50,53 26 113,50,79
2565,10 52 113,62,98 83 113,62,68
2566,12 53 113,65,59 59 113,65,5
2567,49 56 113,105,98 101 113,105,86
2568,1 110 113,111,68 108 113,111,63
2569,75 40 113,2,109 37 113,2,33
2570,7 50 113,57,28 6 113,57,34
2571,100 58 113,45,72 48 113,45,7
2572,63 65 113,15,49 66 113,15,2
2573,27 51 113,78,89 84 113,78,60
2574,52 68 113,7,11 42 113,7,53
2575,9 45 113,54,7 108 113,54,2
2576,19 100 113,6,41 61 113,6,102
2577,56 11 113,67,1 79 113,67,80
2578,94 42 113,23,19 34 113,23,53
2579,10 25 113,35,79 9 113,35,88
2580,99 86 113,72,84 25 113,72,109
2581,7 62 113,69,84 10 113,69,94
2582,52 84 113,23,63 65 113,23,15
2583,100 32 113,19,4 72 113,19,76
2584,13 8 113,21,15 66 113,21,81
2585,8 0 113,8,74 80 113,8,41
2586,1 82 113,83,66 35 113,83,101
2587,41 95 113,23,69 43 113,23,112
2588,65 44 113,109,36 92 113,109,15
2589,53 61 113,1,25 17 113,1,42
2590,93 90 113,70,52 30 113,70,82
2591,82 108 113,77,101 64 113,77,52
2592,14 14 113,28,69 5 113,28,74
2593,84 19 113,103,46 26 113,103,72
2594,80 97 113,64,15 48 113,64,63
2595,54 106 113,47,47 14 113,47,61
2596,33 24 113,57,29 98 113,57,14
2597,12 68 113,80,37 19 113,80,56
2598,71 72 113,30,81 98 113,30,66
2599,78 78 113,43,87 31 113,43,5
2600,8 43 113,51,88 31 113,51,6
2601,13 37 113,50,28 77 113,50,105
2602,96 65 113,48,14 86 113,48,100
2603,37 45 113,82,30 35 113,82,65
2604,37 88 113,12,20 45 113,12,65
2605,62 63 113,12,40 12 113,12,52
2606,14 63 113,77,61 39 113,77,100
2607,10 61 113,71,92 110 113,71,89
2608,39 65 113,104,54 33 113,104,87
2609,101 108 113,96,75 20 113,96,95
2610,17 101 113,5,84 40 113,5,11
2611,104 67 113,58,48 11 113,58,59
2612,38 6 113,44,73 28 113,44,101
2613,40 11 113,51,112 1 113,51,0
2614,70 59 113,16,100 35 113,16,22
2615,24 65 113,89,55 18 113,89,73
2616,54 82 113,23,34 43 113,23,77
2617,91 79 113,57,0 109 113,57,109
2618,52 72 113,11,41 58 113,11,99
2619,97 91 113,75,26 0 113,75,26
2620,94 61 113,42,11 107 113,42,5
2621,3 97 113,100,51 79 113,100,17
2622,51 46 113,97,61 94 113,97,42
2623,60 82 113,29,90 79 113,29,56
2624,73 62 113,22,14 55 113,22,69
2625,103 81 113,71,9 63 113,71,72
2626,38 40 113,78,9 9 113,78,18
2627,90 82 113,59,109 39 113,59,35
2628,52 61 113,0,84 53 113,0,24
2629,19 111 113,17,35 112 113,17,34
2630,55 14 113,69,70 73 113,69,30
2631,81 88 113,56,60 52 113,56,112
2632,20 21 113,41,79 22 113,41,101
2633,25 104 113,16,60 47 113,16,107
2634,44 42 113,86,4 77 113,86,81
2635,95 106 113,88,43 62 113,88,105
2636,53 30 113,83,42 79 113,83,8
2637,12 39 113,51,17 26 113,51,43
2638,38 16 113,54,52 97 113,54,36
2639,43 73 113,3,24 93 113,3,4
2640,51 103 113,41,18 20 113,41,38
2641,86 63 113,36,80 77 113,36,44
2642,103 8 113,111,7 104 113,111,111
2643,78 31 113,109,33 104 113,109,24
2644,2 90 113,92,19 61 113,92,80
2645,76 48 113,11,12 15 113,11,27
2646,6 7 113,13,16 84 113,13,100
2647,33 33 113,66,4 32 113,66,36
2648,40 61 113,101,86 41 113,101,14
2649,51 55 113,106,48 80 113,106,15
2650,45 111 113,43,99 107 113,43,93
2651,67 111 113,65,15 89 113,65,104
2652,64 89 113,40,110 64 113,40,61
2653,14 91 113,105,4 100 113,105,104
2654,111 79 113,77,25 82 113,77,107
2655,69 65 113,21,70 103 113,21,60
2656,16 29 113,45,93 24 113,45,4
2657,68 45 113,0,32 74 113,0,106
2658,62 12 113,74,69 22 113,74,91
2659,49 44 113,93,58 19 113,93,77
2660,79 31 113,110,7 65 113,110,72
2661,111 24 113,22,77 111 113,22,75
2662,33 86 113,6,37 20 113,6,57
2663,109 16 113,12,3 96 113,12,99
2664,86 19 113,105,18 0 113,105,18
2665,87 92 113,66,77 14 113,66,91
2666,30 20 113,50,13 42 113,50,55
2667,106 0 113,106,69 82 113,106,38
2668,66 56 113,9,67 95 113,9,49
2669,71 44 113,2,107 37 113,2,31
2670,12 76 113,88,5 82 113,88,87
2671,85 15 113,100,20 49 113,100,69
2672,55 9 113,64,105 86 113,64,78
2673,51 1 113,52,3 65 113,52,68
2674,89 43 113,19,63 27 113,19,90
2675,45 71 113,3,81 108 113,3,76
2676,64 32 113,96,94 5 113,96,99
2677,26 102 113,15,74 64 113,15,25
2678,105 64 113,56,99 39 113,56,25
2679,67 57 113,11,88 92 113,11,67
2680,23 6 113,29,92 22 113,29,1
2681,15 61 113,76,21 104 113,76,12
2682,46 93 113,26,10 32 113,26,42
2683,75 68 113,30,99 13 113,30,112
2684,30 66 113,96,48 62 113,96,110
2685,106 95 113,88,18 29 113,88,47
2686,93 108 113,88,50 26 113,88,76
2687,62 16 113,78,66 72 113,78,25
2688,98 82 113,67,54 92 113,67,33
2689,51 40 113,91,55 107 113,91,49
2690,108 15 113,10,60 6 113,10,66
2691,26 67 113,93,41 106 113,93,34
2692,111 9 113,7,54 103 113,7,44
2693,79 104 113,70,32 32 113,70,64
2694,88 39 113,14,7 93 113,14,100
2695,97 45 113,29,79 73 113,29,39
2696,27 42 113,69,55 83 113,69,25
2697,2 85 113,87,84 5 113,87,89
2698,65 84 113,36,59 111 113,36,57
2699,83 68 113,38,16 105 113,38,8
2700,36 109 113,32,36 83 113,32,6
2701,77 42 113,6,0 22 113,6,22
2702,46 39 113,85,48 83 113,85,18
2703,89 16 113,105,39 37 113,105,76
2704,36 50 113,86,64 36 113,86,100
2705,40 99 113,26,23 52 113,26,75
2706,23 37 113,60,28 69 113,60,97
2707,13 33 113,46,5 109 113,46,1
2708,78 77 113,42,4 0 113,42,4
2709,54 44 113,98,17 36 113,98,53
2710,55 104 113,46,55 80 113,46,22
2711,35 68 113,103,25 4 113,103,29
2712,24 45 113,69,81 13 113,69,94
2713,29 104 113,20,103 30 113,20,20
2714,98 84 113,69,93 94 113,69,74
2715,70 31 113,101,35 77 113,101,112
2716,32 38 113,70,16 46 113,70,62
2717,13 109 113,9,47 112 113,9,46
2718,62 87 113,36,34 1 113,36,35
2719,62 27 113,89,34 52 113,89,86
2720,97 35 113,19,43 18 113,19,61
2721,110 13 113,10,44 98 113,10,29
2722,2 0 113,2,24 30 113,2,54
2723,38 85 113,10,56 104 113,10,47
2724,107 5 113,112,36 32 113,112,68
2725,81 84 113,52,78 111 113,52,76
2726,34 43 113,77,96 8 113,77,104
2727,54 18 113,72,11 9 113,72,20
2728,76 72 113,35,97 5 113,35,102
2729,57 61 113,5,49 70 113,5,6
2730,84 104 113,75,84 59 113,75,30
2731,37 87 113,11,63 102 113,11,52
2732,91 8 113,99,9 23 113,99,32
2733,107 50 113,44,107 42 113,44,36
2734,86 91 113,64,7 74 113,64,81
2735,4 64 113,68,62 25 113,68,87
2736,80 17 113,97,13 66 113,97,79
2737,6 73 113,79,39 30 113,79,69
2738,74 31 113,105,65 20 113,105,85
2739,76 8 113,84,26 56 113,84,82
2740,18 61 113,79,51 30 113,79,81
2741,104 40 113,31,85 25 113,31,110
2742,51 76 113,14,13 21 113,14,34
2743,59 50 113,109,106 64 113,109,57
2744,98 12 113,110,49 15 113,110,64
2745,81 20 113,101,47 4 113,101,51
2746,108 27 113,22,17 37 113,22,54
2747,32 87 113,6,94 47 113,6,28
2748,51 79 113,17,57 82 113,17,26
2749,51 83 113,21,75 52 113,21,14
2750,14 82 113,96,99 20 113,96,6
2751,32 112 113,31,89 110 113,31,86
2752,29 66 113,95,30 29 113,95,59
2753,42 102 113,31,70 21 113,31,91
2754,112 70 113,69,101 75 113,69,63
2755,24 26 113,50,41 82 113,50,10
2756,16 108 113,11,30 34 113,11,64
2757,82 109 113,78,11 106 113,78,4
2758,12 15 113,27,44 42 113,27,86
2759,62 19 113,81,52 112 113,81,51
2760,87 88 113,62,111 103 113,62,101
2761,2 100 113,102,43 73 113,102,3
2762,33 80 113,0,34 56 113,0,90
2763,96 85 113,68,32 102 113,68,21
2764,76 93 113,56,85 52 113,56,24
2765,61 34 113,95,55 46 113,95,101
2766,84 99 113,70,111 25 113,70,23
2767,22 50 113,72,59 89 113,72,35
2768,106 23 113,16,2 67 113,16,69
2769,61 110 113,58,61 12 113,58,73
2770,58 5 113,63,32 75 113,63,107
2771,71 92 113,50,6 16 113,50,22
2772,63 28 113,91,39 3 113,91,42
2773,96 63 113,46,14 98 113,46,112
2774,89 60 113,36,16 14 113,36,30
2775,26 40 113,66,19 44 113,66,63
2776,13 57 113,70,6 25 113,70,31
2777,64 20 113,84,46 33 113,84,79
2778,7 40 113,47,96 36 113,47,19
2779,46 68 113,1,105 18 113,1,10
2780,19 73 113,92,46 82 113,92,15
